Serial number,Price,Area(house sq.ft),Location
1554,5994000,750,Mira Road East
1555,2534000,642,Badlapur
1556,17000000,1080,Andheri East
1557,19700000,880,Marol
1558,2105000,495,KASHELI
1559,11500000,800,Kondivita Road
1560,25000000,1356,Andheri East
1561,26500000,1100,Koldongri
1562,4800000,650,Mira Road East
1563,18500000,1242,Saki Naka
1564,5800000,675,Mira Road East
1565,10000000,650,Jogeshwari West
1566,2350000,625,Shirgaon
1567,6800000,565,Bhandup West
1568,7800000,956,Mira Road East
1569,3200000,650,Virar
1570,4800000,580,Mira Road East
1571,3100000,650,Virar
1572,2600000,650,Virar
1573,10500000,680,Bhayandar West
1574,6000000,650,Mira Road East
1575,4500000,560,Bhayandar East
1576,22000000,2000,Kharghar
1577,15500000,1530,Kharghar
1578,32500000,940,Versova
1579,3100000,445,Dombivali East
1580,2100000,400,Dombivali East
1581,100000000,3321,Tardeo
1582,160000000,6381,Lower Parel
1583,25000000,2394,Thane West
1584,120000000,2893,Bandra West
1585,6500000,974,Goregaon East
1586,17000000,800,Rajendra Nagar
1587,80000000,2150,Hanuman Nagar
1588,250000000,4200,Hanuman Nagar
1589,60000000,1100,Central Avenue
1590,75000000,1500,worli sea face 
1591,150000000,2305,Breach Candy
1592,25000000,2500,Sea Face
1593,55000000,1225,Shiv Sagar Estate
1594,50000000,1800,Grant Road West
1595,4350000,800,Sriprastha
1596,40000000,600,Off Nepean Sea Road
1597,4700000,840,Sriprastha
1598,4300000,900,Sriprastha
1599,3700000,890,Morya Nagar
1600,120000000,3500,Upper Worli
1601,3300000,620,Morya Nagar
1602,153600000,3200,worli sea Fase
1603,10500000,723,Andheri West
1604,12000000,617,Chembur
1605,10000000,552,Borivali East
1606,15500000,845,Borivali East
1607,13799999,1137,Kandivali East
1608,19600000,1561,Kandivali West
1609,21000000,784,Kandivali West
1610,19900000,1550,Kandivali West
1611,4100000,650,Sector 22 Kamothe
1612,13500000,1560,Sector 22 Kamothe
1613,3750000,340,Kandivali East
1614,5700000,550,Thane West
1615,7600000,1098,Kamothe
1616,9200000,1310,Kamothe
1617,8000000,1109,Kamothe
1618,4200000,650,Kamothe
1619,180000000,2110,Powai
1620,62500000,1165,Agripada
1621,260000000,5642,Sion
1622,90000000,1396,Kamothe
1623,85000000,1106,Girgaon
1624,3700000,790,IT Colony
1625,3500000,670,IT Colony
1626,7200000,699,Bhayandarpada
1627,9000000,1128,Kamothe
1628,8500000,1258,Kamothe
1629,9400000,1245,Kamothe Sector 16
1630,6800000,1101,Kamothe
1631,11200000,1532,Sector-8 Ulwe
1632,12100000,1515,Sector-18 Ulwe
1633,9200000,1175,Sector-18 Ulwe
1634,25500000,3000,Sector-3 Ulwe
1635,11600000,1585,Sector-3 Ulwe
1636,9000000,1220,Sector-3 Ulwe
1637,9000000,1220,Sector 5 Ulwe
1638,14500000,1655,Sector-18 Ulwe
1639,8900000,1150,Sector-18 Ulwe
1640,9500000,1100,Sector-18 Ulwe
1641,12000000,1600,Sector-18 Ulwe
1642,4000000,620,Sector-24 Kamothe
1643,13899999,1690,Sector-8 Ulwe
1644,9400000,1192,Kamothe Sector 16
1645,5500000,665,Kamothe
1646,11000000,1470,Sector-18 Ulwe
1647,8500000,1040,Sector 17 Ulwe
1648,32300000,2900,Sector-8 Ulwe
1649,8900000,1475,Sector 36 Kharghar
1650,35500000,3400,Phase 2
1651,11000000,1500,Sector 36 Kharghar
1652,6000000,650,Sector 20 Kharghar
1653,7500000,1055,Sector-18 Ulwe
1654,24500000,2200,Sector 30 Kharghar
1655,9000000,1129,Sector-18 Ulwe
1656,5000000,690,Sector12 Kamothe
1657,25000000,3000,Sector35D Kharghar
1658,11900000,1585,Sector 6
1659,9100000,1180,Sector-18 Ulwe
1660,14500000,1109,vasant vihar thane west
1661,11500000,1065,vasant vihar thane west
1662,18500000,1130,Hiranandani Meadows
1663,28500000,1735,Central Avenue
1664,11500000,1065,vasant vihar thane west
1665,28500000,1495,Hiranandani Meadows
1666,11000000,650,Malad West
1667,10000000,650,Malad
1668,46000000,1174,Tardeo
1669,70000000,1466,Haji Ali
1670,140000000,3168,Tardeo
1671,52500000,946,Mahalaxmi
1672,170000000,2963,Mira Road East
1673,57000000,1203,Ghatkopar West
1674,8100000,1250,Sector 19 Kharghar
1675,4500000,653,mumbai
1676,7700000,1125,Kamothe
1677,11200000,1400,Majiwada thane
1678,8500000,850,Yogi Hills
1679,4500000,550,Hiranandani Meadows
1680,18000000,1006,Andheri West
1681,7600000,1127,Kalyan West
1682,16000000,950,Jogeshwari West
1683,6500000,500,Sector 19 Nerul
1684,5100000,427,Owale
1685,2600000,384,Thane West
1686,18000000,1050,MG Road
1687,420000000,8511,Worli South Mumbai
1688,12100000,1525,roadpali navimumbai
1689,8400000,1139,roadpali navimumbai
1690,8250000,1139,roadpali navimumbai
1691,5800000,1060,taloja panchanand
1692,5800000,1025,taloja panchanand
1693,3600000,690,Taloja Bypass Nitalas Link Road
1694,3500000,670,taloja panchanand
1695,7053000,1085,Navi Basti
1696,4713000,725,Navi Basti
1697,11500000,1450,Mumbai Highway
1698,14800000,1980,Sector 20 Kharghar
1699,14800000,1985,Sector 20 Kharghar
1700,16500000,1482,Navi Basti
1701,2800000,482,Rasayani
1702,3500000,670,taloja panchanand
1703,11500000,1450,Sector 10 Kamothe
1704,4200000,555,Kamothe
1705,65000000,1600,Santacruz West
1706,95100000,3500,Santacruz West
1707,65000000,1600,Andheri West
1708,110000000,2590,Andheri West
1709,85000000,3733,Andheri West
1710,30000000,1800,Andheri West
1711,80000000,2000,Juhu
1712,120000000,2600,Khar West
1713,70000000,1800,Khar West
1714,6800000,1065,Kalyan West
1715,7700000,510,Kandivali East
1716,8100000,1079,Kharghar
1717,8700000,1100,kavesar
1718,4500000,555,Owale
1719,8000000,1221,Kalamboli
1720,3850000,650,Roadpali
1721,3900000,380,Kharghar
1722,9000000,1171,Kopara
1723,19000000,1503,Mumbai Highway
1724,13500000,1415,Kharghar
1725,8400000,776,Sector 20 Kharghar
1726,13500000,1414,Kharghar
1727,12000000,1302,Sector 11 Kharghar
1728,8500000,966,Sector 19 Kharghar
1729,20200000,1040,Goregaon East
1730,10200000,585,Malad West
1731,8500000,600,Seawoods
1732,5300000,545,royal palms goregaon east
1733,7800000,1365,Dronagiri
1734,119900000,3140,Andheri West
1735,4300000,526,Goregaon East
1736,7200000,937,Goregaon East
1737,4199000,1278,Goregaon East
1738,4500000,693,Mira Road East
1739,4200000,640,Kharghar
1740,11500000,1182,Kharghar
1741,8000000,1000,Kharghar
1742,16000000,1600,Kharghar
1743,14500000,1655,Kharghar
1744,6500000,675,Kharghar
1745,9500000,1050,Kharghar
1746,8000000,800,Kharghar
1747,11000000,1100,mumbai
1748,9200000,1250,Kharghar
1749,5200000,590,Kharghar
1750,6000000,675,Kharghar
1751,13000000,1200,Kharghar
1752,10500000,911,Kharghar
1753,11100000,1117,Kharghar
1754,12700000,1125,Kharghar
1755,6000000,560,Kharghar
1756,5500000,650,Kharghar
1757,9800000,1090,Kharghar
1758,10000000,1463,Kharghar
1759,13000000,1500,Kharghar
1760,5500000,640,Kharghar
1761,7200000,860,Kharghar
1762,15000000,1300,Kharghar
1763,10500000,1075,Kharghar
1764,4600000,600,Kharghar
1765,5500000,450,Kharghar
1766,5000000,650,Kharghar
1767,13000000,1300,Kharghar
1768,8000000,914,Kharghar
1769,11000000,1100,Kharghar
1770,3900000,1120,Andheri
1771,21800000,999,Kandivali East
1772,32500000,980,Dadar West
1773,7575000,550,Pokhran 2
1774,12500000,800,Mulund West
1775,7800000,545,Thane West
1776,7500000,600,Majiwada
1777,7800000,545,vrindavan society
1778,5700000,670,Kharghar
1779,10000000,825,Mira Road East
1780,4600000,715,Ulwe
1781,6000000,1040,Sector 23 Ulwe
1782,5000000,1000,Panvel
1783,16500000,860,Kandivali East
1784,3500000,590,Dombivli (West)
1785,13500000,995,Thane West
1786,20000000,1500,CBD Belapur East
1787,13500000,1200,CBD Belapur East
1788,19500000,1400,CBD Belapur East
1789,17000000,670,Parel Village
1790,39400000,2080,Karave Nagar
1791,7800000,1125,Sector35D Kharghar
1792,7800000,600,Sector 19A Nerul
1793,16000000,650,Antop Hill
1794,27500000,1250,Antop Hill
1795,18000000,769,Wadala East Wadala
1796,21500000,1010,Suman Nagar
1797,14900000,698,Wadala East Wadala
1798,20500000,1000,Antop Hill
1799,26000000,1371,Wadala East Wadala
1800,21000000,1130,Bhakti Park
1801,12800000,700,Antop Hill
1802,12000000,700,Antop Hill
1803,18000000,1060,Wadala East Wadala
1804,47000000,2600,Wadala East Wadala
1805,14000000,700,Pant Nagar
1806,80000000,2453,Hanuman Chowk
1807,29000000,1543,Wadala East Wadala
1808,32500000,1250,Wadala East Wadala
1809,21000000,1135,Bhakti Park
1810,55000000,1557,Lower Parel
1811,20000000,1400,CBD Belapur East
1812,11500000,960,CBD Belapur East
1813,11000000,440,Bandra East
1814,66600000,833,Willingdon
1815,11000000,1150,Ulwe
1816,4000000,625,Sector 18 Kamothe
1817,6800000,1000,Kamothe
1818,4900000,620,Sector 21 Kamothe
1819,59500000,2730,Dahisar
1820,37000000,1361,Dahisar
1821,36500000,1250,Dahisar
1822,28000000,1850,Dahisar
1823,43000000,1850,Dahisar
1824,29000000,980,Dahisar
1825,35000000,873,Dahisar
1826,26000000,1230,Dahisar
1827,26000000,1250,Dahisar
1828,44000000,1721,Dahisar
1829,11000000,585,VishnuNagar
1830,4050000,675,Vichumbe
1831,16500000,1500,Kharghar
1832,13500000,1140,Thane West
1833,9900000,771,Thane West
1834,40000000,2000,Kandivali West
1835,14900000,900,Vashi
1836,8500000,990,Poonam Sagar Complex
1837,45000000,5500,Santacruz East
1838,60000000,1836,Dadar West
1839,5600000,1000,Kalyan West
1840,14800000,1505,Thane West
1841,15400000,1570,Thane West
1842,12900000,1311,Thane West
1843,12700000,1290,Thane West
1844,11500000,1170,Thane West
1845,10800000,1102,Thane West
1846,9485000,963,Thane West
1847,8184999,831,Thane West
1848,11900000,1209,Thane West
1849,9377000,952,Thane West
1850,9958000,1011,Thane West
1851,9997000,1015,Thane West
1852,11100000,1135,Thane West
1853,10400000,1065,Thane West
1854,92400000,3080,Andheri West
1855,113400000,3780,Andheri West
1856,139500000,4650,Andheri West
1857,16500000,1465,Thane West
1858,12000000,950,Thane West
1859,2800000,375,Mulund East
1860,4800000,650,Mira Road East
1861,18000000,630,Ghatkopar West
1862,4300000,885,Powai Lake
1863,7200000,1012,Kamothe
1864,10000000,1129,Kamothe
1865,4925000,600,Kamothe
1866,7000000,1012,Kamothe
1867,12200000,1565,Kamothe
1868,5200000,630,Kamothe
1869,10400000,1129,Kamothe
1870,5100000,605,Kamothe
1871,5000000,600,Kamothe
1872,7900000,1000,Kamothe
1873,9500000,1310,Kamothe
1874,9500000,1225,Kamothe
1875,9300000,1310,Kamothe
1876,12500000,1540,Kamothe
1877,12400000,1565,Kamothe
1878,9800000,1225,Kamothe
1879,4800000,600,Kamothe
1880,4950000,635,Kamothe
1881,5300000,650,Kamothe
1882,23000000,1680,Sector-8 Sanpada
1883,32500000,2415,Sector-9 Ghansoli
1884,14800000,1245,Airoli
1885,3600000,600,Balkum
1886,7000000,840,Hiranandani Estates
1887,5898000,600,Majiwada
1888,10800000,1209,Majiwada
1889,9600000,1100,kavesar
1890,6498999,730,kavesar
1891,9497000,1200,kavesar
1892,6497000,600,Vartak Nagar
1893,7998000,990,Vartak Nagar
1894,9496000,1100,Thane West
1895,12200000,1327,Balkum
1896,5894000,585,Majiwada
1897,7494000,800,Majiwada
1898,6498000,570,Vartak Nagar
1899,9300000,1100,kavesar
1900,7200000,860,Hiranandani Estates
1901,10500000,1170,Majiwada
1902,7495999,890,Vartak Nagar
1903,9499000,1100,kavesar
1904,7300000,800,Majiwada
1905,5900000,585,Majiwada
1906,12400000,1300,Vartak Nagar
1907,8400000,376,Rajendra Nagar
1908,19000000,764,Charkop
1909,22200000,995,dhanukarwadi
1910,8500000,405,Vazira
1911,4400000,600,Kalyan West
1912,10500000,400,Link Road
1913,7300000,1149,Haware City
1914,4250000,560,Haware City
1915,6000000,650,Mira Road East
1916,26000000,1045,Goregaon West
1917,8500000,1175,Vasai West
1918,13000000,550,Four Bunglows
1919,15900000,867,Borivali West
1920,5550000,990,Palava
1921,9900000,539,Borivali West
1922,100000000,3300,Oshiwara Police Station Road
1923,2700000,640,Virar
1924,52500000,1450,Khar West
1925,55000000,1900,Bandra West
1926,72500000,1750,Bandra West
1927,75000000,1875,Andheri West
1928,75000000,1600,Almeida Park
1929,35000000,1000,Bandra West
1930,29200000,909,Seven Bunglow
1931,3200000,285,Vasai east
1932,14200000,950,Malad West
1933,59400000,1080,Poddar Road
1934,80000000,3498,Worli
1935,2100000,245,Mira Road East
1936,7959999,755,Kalyan West
1937,2350000,430,Badlapur East
1938,3979999,413,Kalyan West
1939,4100000,465,Kalyan West
1940,4800000,610,Kalyan West
1941,4380000,610,Kalyan West
1942,4380000,610,Kalyan West
1943,5060000,650,Kalyan West
1944,4380000,430,Kalyan West
1945,4800000,485,Kalyan West
1946,5800000,686,Dombivali East
1947,4580000,430,Kalyan West
1948,2600000,500,Badlapur East
1949,7500000,660,Kalyan West
1950,4450000,455,Kalyan West
1951,2840000,466,Ambernath East
1952,5800000,686,Dombivali East
1953,3500000,450,Kalyan West
1954,7100000,660,Kalyan West
1955,8300000,790,Kalyan West
1956,2560000,441,Badlapur East
1957,2400000,480,Badlapur
1958,4650000,525,Kalyan West
1959,5800000,663,Kalyan West
1960,4200000,440,Kalyan West
1961,3700000,417,Kalyan West
1962,3700000,650,Taloja
1963,4800000,660,Kharghar
1964,41200000,2300,Malad East
1965,12000000,720,Malad East
1966,2800000,510,Taloja
1967,2600000,520,Taloja
1968,2400000,490,Taloja
1969,2200000,470,Taloja
1970,15000000,800,Chembur
1971,55000000,1225,Khar West
1972,65000000,1175,Khar West
1973,8300000,1095,Mira Road East
1974,5100000,695,Mira Road East
1975,8100000,1055,Mira Road East
1976,6800000,875,Mira Road East
1977,5100000,675,Mira Road East
1978,46000000,1150,Worli
1979,105500000,2285,Worli
1980,65000000,1500,Gulmohar Road
1981,88000000,2394,Mahalaxmi
1982,122500000,3150,Worli
1983,71000000,2580,Worli
1984,55000000,1125,Parel
1985,145000000,3800,Khar West
1986,65000000,2250,Vile Parle E
1987,12800000,750,Pokhran Road No 2
1988,12800000,1100,Sainath Nagar
1989,22500000,1900,Sainath Nagar
1990,19000000,1600,Sainath Nagar
1991,27000000,2300,Kapur Bawdi
1992,17500000,2400,Manpada near Tiku ji ni wadi
1993,13200000,1120,Kapur Bawdi
1994,2300000,254,Mira Road East
1995,2000000,220,Mira Road East
1996,8300000,525,Kandivali East
1997,7400000,650,Nerul
1998,9500000,826,Kolshet Industrial Area
1999,7500000,1050,PARSIK NAGAR
2000,5800000,630,PARSIK NAGAR
2001,9000000,985,PARSIK NAGAR
2002,5000000,650,PARSIK NAGAR
2003,7800000,1000,PARSIK NAGAR
2004,4200000,650,Sector16 Ulwe
2005,11100000,1205,Seawoods
2006,18900000,1225,Thakur complex
2007,14000000,900,Borivali East
2008,15000000,1000,Kandivali East
2009,7600000,560,thakur village kandivali east
2010,125000000,5320,Kandivali East
2011,65000000,2590,Kandivali East
2012,16500000,1065,Kandivali East
2013,7400000,650,Bhandup West
2014,8500000,800,Mira Road East
2015,11000000,1102,Majiwada thane
2016,15000000,1400,Mumbai Agra National Highway
2017,13500000,1250,Anand Nagar Thane West
2018,12800000,1100,Majiwada thane
2019,19000000,1600,Majiwada thane
2020,15000000,1400,Majiwada thane
2021,12800000,1100,Sainath Nagar
2022,22500000,1900,Sainath Nagar
2023,19000000,1600,Sainath Nagar
2024,14000000,1014,Charkop Sector 8
2025,9100000,920,Thane West
2026,29400000,1450,Andheri
2027,22200000,900,Andheri
2028,10500000,980,Borivali
2029,13200000,918,Borivali East
2030,14200000,925,Kandivali West
2031,16000000,1232,Malad East
2032,10300000,975,Malad East
2033,8100000,710,Malad East
2034,20099999,1100,Malad West
2035,11700000,840,Malad West
2036,2816000,630,Vasai
2037,2596000,590,Vasai
2038,8000000,950,Kharghar
2039,4300000,800,Kharghar
2040,8000000,1075,Kharghar
2041,8300000,1050,Kharghar
2042,4500000,600,Kharghar
2043,5000000,650,Kharghar
2044,8500000,1175,Kharghar
2045,8500000,1050,Kharghar
2046,9500000,1120,Kharghar
2047,6500000,735,Kharghar
2048,7000000,735,Kharghar
2049,6500000,649,Kharghar
2050,6500000,660,Kharghar
2051,8500000,1000,Kharghar
2052,10500000,1120,Kharghar
2053,13700000,1380,Kharghar
2054,9500000,1120,Kharghar
2055,5500000,649,Kharghar
2056,4200000,650,Kharghar
2057,8000000,954,Kharghar
2058,7800000,1000,Kharghar
2059,6200000,650,Kharghar
2060,27799999,1600,Kharghar
2061,15000000,1050,Kharghar
2062,5800000,735,Kharghar
2063,4200000,650,Kharghar
2064,4400000,620,Kharghar
2065,6500000,735,Kharghar
2066,8500000,1115,Kharghar
2067,5500000,620,Kharghar
2068,13500000,1677,Kharghar
2069,15500000,1530,Kharghar
2070,20000000,1600,Kharghar
2071,9500000,1075,Kharghar
2072,6900000,735,Kharghar
2073,5200000,641,Kharghar
2074,6000000,735,Kharghar
2075,5200000,641,Kharghar
2076,8500000,1100,Kharghar
2077,6000000,735,Kharghar
2078,11000000,1254,Kharghar
2079,6000000,750,Kharghar
2080,15000000,1380,Kharghar
2081,12000000,1210,Kharghar
2082,5200000,525,Khar
2083,13000000,1498,Kharghar
2084,12000000,1395,Kharghar
2085,8700000,1050,Kharghar
2086,11500000,1133,Panvel
2087,2700000,410,Kalyan West
2088,3500000,565,Kalyan West
2089,5200000,596,Kalyan West
2090,11000000,800,Mulund West
2091,11000000,350,Jogeshwari East
2092,2500000,545,Virar East
2093,4300000,650,Mira Road East
2094,5900000,650,Mira Road East
2095,6559999,965,Mira Road East
2096,7240000,965,Mira Road East
2097,7940000,965,Mira Road East
2098,7900000,965,Mira Road East
2099,8100000,965,Mira Road East
2100,9500000,665,Kandivali West
2101,25800000,1400,Goregaon West
2102,8500000,840,Mira Road East
2103,2394000,640,Titwala
2104,2394000,640,Titwala
2105,2436000,575,Thane West
2106,12900000,310,Prabhadevi
2107,2225000,595,Ambernath East
2108,2565000,675,Badlapur East
2109,15300000,1040,Andheri
2110,9000000,793,Dahisar East
2111,10500000,760,Vile Parle
2112,24000000,1240,kandivali
2113,7200000,693,kandivali
2114,7000000,627,kandivali
2115,14500000,1020,kandivali
2116,19000000,1290,kandivali
2117,22500000,1495,kandivali
2118,36500000,2200,Ghatkopar
2119,24500000,1558,Ghatkopar
2120,23500000,1415,Goregaon
2121,18500000,1202,Goregaon
2122,25600000,1487,Goregaon West
2123,18500000,1065,Goregaon West
2124,17000000,1215,Goregaon
2125,9000000,650,Goregaon
2126,77500000,3507,Goregaon
2127,18000000,987,Goregaon
2128,21000000,1040,Goregaon
2129,43500000,2015,Goregaon East
2130,32500000,1502,Goregaon East
2131,13500000,994,Malad East
2132,18000000,900,Vikhroli
2133,82500000,1220,Khar
2134,6600000,555,Bhandup West
2135,2900000,620,Dombivali East
2136,70000000,1318,Marine Lines
2137,60000000,1634,Juhu
2138,27000000,872,Juhu
2139,70000000,1527,Juhu
2140,120000000,3049,Juhu
2141,100000000,3313,Napeansea Road
2142,80000000,2436,Napeansea Road
2143,42500000,1305,Bandra East
2144,60000000,1750,Bandra East
2145,250000000,5200,Bandra Kurla Complex
2146,8200000,1000,sec 50 new
2147,19000000,1411,Marol
2148,15500000,1000,Vakola Pipeline Road
2149,11000000,600,Chembur
2150,3853000,860,Neral
2151,65000000,2998,Thane West
2152,4907000,755,Panvel
2153,8100000,1137,Mira Road East
2154,90000000,1500,Khar West
2155,6500000,700,Shil Phata
2156,5500000,650,Shil Phata
2157,25000000,1080,Malad East
2158,8323999,1051,Kalwa
2159,13000000,903,Andheri East
2160,2500000,690,Vangani
2161,45000000,1400,Ville Parle East
2162,50100000,2800,Central Avenue
2163,33800000,1500,Chembur
2164,12000000,600,Chembur
2165,12000000,600,Chembur
2166,31500000,1470,Andheri West
2167,23900000,400,Andheri West
2168,8000000,1095,Kamothe
2169,25000000,2400,Kharghar
2170,7600000,1350,Palava
2171,4000000,750,Palava
2172,6500000,1150,Palava
2173,3900000,650,Palava
2174,5000000,900,Palava
2175,52500000,1800,Juhu
2176,55000000,1780,Santacruz West
2177,85000000,2800,Khar West
2178,3600000,700,Dombivali
2179,14900000,1200,Malad East
2180,14900000,806,Malad East
2181,32500000,2000,Grant Road West
2182,3700000,640,Karanjade
2183,4700000,675,Sector-8 Ulwe
2184,4300000,950,Taloja
2185,3250000,690,Taloja
2186,3750000,671,Taloja
2187,5600000,1050,taloja panchanand
2188,3797999,910,Badlapur East
2189,5500000,980,Kalyan West
2190,3890000,650,Kalyan West
2191,14900000,1100,Malad West
2192,55000000,1296,matunga east
2193,50000000,1150,matunga east
2194,30000000,850,matunga east
2195,18000000,560,matunga east
2196,3300000,920,Badlapur East
2197,2600000,660,Badlapur East
2198,2650000,660,Badlapur East
2199,22500000,922,Goregaon West
2200,7700000,1095,Ulwe
2201,6800000,925,Ulwe
2202,4800000,725,Ulwe
2203,9700000,575,Chembur
2204,10500000,1355,Ulwe
2205,12000000,1750,Ulwe
2206,9000000,550,Mulund East
2207,9000000,550,Mulund East
2208,5700000,450,Dahisar
2209,2425000,690,Badlapur West
2210,3750000,1050,Badlapur East
2211,2815000,710,Badlapur East
2212,3615000,1040,Badlapur East
2213,3999000,994,Ambernath East
2214,3954999,993,Ambernath East
2215,3415000,925,Ambernath East
2216,3410000,918,Ambernath East
2217,2300000,650,Ambernath East
2218,18500000,1350,Malad East
2219,15100000,1350,Kandivali East
2220,6000000,915,Vasai
2221,35000000,1600,Andheri West
2222,25500000,1400,Andheri West
2223,35500000,2400,Kandivali East
2224,14500000,900,Kandivali East
2225,20000000,1600,Malad East
2226,19000000,1100,Malad East
2227,19000000,1100,Malad East
2228,19100000,800,Borivali West
2229,15500000,1000,Malad East
2230,16000000,900,Thane West
2231,5399000,905,Thane West
2232,4199000,625,Thane West
2233,18500000,950,Jogeshwari West
2234,32500000,1630,Malad West
2235,19000000,1100,Goregaon West
2236,25000000,1350,Malad West
2237,27000000,1601,Malad West
2238,21500000,1340,Malad West
2239,11000000,600,Borivali West
2240,16000000,1100,Dahisar West
2241,8500000,640,Kandivali West
2242,29900000,1450,Jogeshwari West
2243,2100000,634,Ambernath West
2244,21500000,1390,Malad West
2245,5200000,650,Mira Road East
2246,8338000,981,Mira Road East
2247,6426000,693,Mira Road East
2248,6426000,693,Mira Road East
2249,8480000,1060,Mira Road East
2250,6048000,756,Mira Road East
2251,6048000,756,Mira Road East
2252,5500000,700,Thane West
2253,8330000,980,Mira Road East
2254,6120000,720,Mira Road East
2255,6700000,531,Mira Road East
2256,19000000,760,Santacruz East
2257,18500000,650,Andheri West
2258,13500000,750,Andheri East
2259,13500000,750,Andheri East
2260,15000000,1100,Dahisar
2261,10500000,500,Borivali West
2262,14000000,650,Dharavi
2263,4200000,1010,Ambernath East
2264,14500000,1215,Kharghar
2265,14500000,1215,Kharghar
2266,31500000,2700,Kharghar
2267,18500000,1650,Kharghar
2268,14000000,1100,Kharghar
2269,14000000,1100,Kharghar
2270,23000000,1500,Ville Parle East
2271,30000000,1700,Ville Parle East
2272,17000000,700,Ville Parle East
2273,28000000,1100,Ville Parle East
2274,30000000,1100,Ville Parle East
2275,20000000,650,Andheri West
2276,27000000,900,Ville Parle East
2277,18900000,600,Ville Parle East
2278,45000000,1700,Ville Parle East
2279,27500000,1100,vile parle west
2280,40000000,1700,Ville Parle East
2281,40000000,1500,Ville Parle East
2282,50000000,1800,Ville Parle East
2283,28000000,1850,Ville Parle East
2284,40000000,1200,Ville Parle East
2285,57500000,1200,Ville Parle East
2286,30000000,1100,Ville Parle East
2287,19000000,1150,Andheri East
2288,22000000,1000,Andheri East
2289,22000000,1300,Andheri East
2290,35000000,950,Ville Parle East
2291,29000000,690,Ville Parle East
2292,40000000,1100,Ville Parle East
2293,29000000,665,Ville Parle East
2294,33000000,1200,Ville Parle East
2295,27500000,720,Ville Parle East
2296,25000000,900,Ville Parle East
2297,13500000,550,Andheri East
2298,12500000,450,Ville Parle East
2299,24000000,1400,Ville Parle East
2300,28000000,1500,Ville Parle East
2301,32500000,1278,Ville Parle East
2302,26000000,710,Ville Parle East
2303,29000000,1100,Ville Parle East
2304,26500000,1500,Powai
2305,19000000,1155,Powai
2306,25000000,1445,Powai
2307,19000000,1150,Powai
2308,3700000,1025,Badlapur East
2309,3700000,1025,Badlapur East
2310,2750000,730,Badlapur East
2311,41900000,2700,Kandivali East
2312,9800000,728,Malad West
2313,4500000,450,Anjurdive
2314,2250000,610,Badlapur East
2315,13500000,1066,Malad West
2316,9800000,728,Malad West
2317,22500000,1650,Borivali West
2318,7837000,1045,Mira Road East
2319,5250000,700,Mira Road East
2320,230000000,6900,Worli
2321,7700000,999,Kalyan West
2322,70000000,1800,Bandra West
2323,14500000,1000,Kandivali East
2324,15500000,1000,Kandivali East
2325,12000000,1010,Malad West
2326,14000000,1150,Kharghar
2327,12500000,1150,Kharghar
2328,2300000,450,Vasai east
2329,4700000,695,Kalyan West
2330,25700000,750,Bandra West
2331,7500000,1145,Vasai
2332,8500000,525,Kandivali East
2333,16000000,1000,Kandivali East
2334,9500000,1975,Vasai West
2335,4000000,540,Dombivli (West)
2336,7150000,1050,Ulwe
2337,39000000,1000,Santacruz West
2338,16500000,1090,Kandivali East
2339,4700000,695,Kalyan West
2340,25700000,750,Bandra West
2341,20000000,1000,Malad West
2342,13500000,860,Kandivali East
2343,15500000,1000,Kandivali East
2344,8320000,1040,Bhayandar East
2345,5160000,645,Bhayandar East
2346,3500000,655,Ulwe
2347,8000000,1000,Mira Road East
2348,27500000,1750,Kandivali East
2349,16500000,1090,Kandivali East
2350,14500000,995,Kandivali East
2351,22500000,1655,Kandivali East
2352,5600000,700,Mira Road East
2353,27000000,1205,Goregaon West
2354,5690000,769,Mira Road East
2355,8413000,1137,Mira Road East
2356,11500000,635,Jogeshwari West
2357,120000000,2160,Juhu
2358,10200000,864,Kandivali West
2359,17000000,1080,Sion
2360,12100000,1100,Goregaon East
2361,7800000,1105,Ulwe
2362,7700000,1020,Mira Road East
2363,19700000,800,Andheri West
2364,8500000,1100,Ulwe
2365,18200000,750,Andheri West
2366,45000000,2100,Goregaon East
2367,60000000,1400,vile parle west
2368,6700000,1125,Uran
2369,17900000,750,Andheri West
2370,4500000,600,Greater Khanda
2371,9200000,1127,Ulwe
2372,8500000,1125,Ulwe
2373,5330000,715,Mira Road East
2374,21800000,1100,Kandivali East
2375,180000000,5460,Juhu
2376,10000000,600,Andheri East
2377,8100000,1097,Ulwe
2378,5200000,688,Ulwe
2379,3700000,667,Ulwe
2380,26500000,1740,Bhandup West
2381,4500000,645,Dombivli (West)
2382,11500000,870,Koper Khairane
2383,27300000,1228,Thane West
2384,11500000,471,Thane West
2385,23000000,500,Ville Parle East
2386,45000000,1250,Juhu
2387,16000000,1000,Kandivali East
2388,8000000,510,Chembur
2389,11500000,650,Chembur
2390,11000000,650,Chembur
2391,20000000,550,Bandra West
2392,8700000,525,Kandivali East
2393,33000000,740,Powai
2394,9500000,515,Kandivali East
2395,38000000,750,Powai
2396,9800000,580,Malad West
2397,5200000,679,Ulwe
2398,13500000,900,Malad West
2399,4300000,620,Koper Khairane
2400,9500000,595,Powai
2401,9500000,595,Powai
2402,11000000,585,Powai
2403,19000000,1325,Kandivali East
2404,31500000,1250,Borivali West
2405,9000000,525,Kandivali East
2406,9600000,950,Thane West
2407,9600000,900,Thane West
