Serial number,Price,Area(house sq.ft),Location
4814,73700000,1357,Andheri West
4815,42600000,894,Andheri West
4816,44300000,932,Andheri West
4817,59700000,1105,Andheri West
4818,62800000,1335,Andheri West
4819,78800000,1478,Andheri West
4820,5600000,765,Thane West
4821,2650000,324,Thane West
4822,12700000,1385,Kharghar
4823,25000000,900,Wadala
4824,4000000,910,Virar
4825,3900000,825,Virar
4826,4800000,1075,Virar West
4827,4150000,910,Virar
4828,4200000,910,Virar West
4829,3711999,910,Virar
4830,3728000,910,Virar
4831,4100000,910,Virar
4832,4000000,910,Virar West
4833,4100000,910,Virar
4834,4100000,910,Virar
4835,4200000,910,Virar
4836,68000000,1500,Bandra East
4837,6300000,750,Ulwe
4838,9000000,600,Sanpada
4839,6500000,750,Sanpada
4840,8000000,600,Sanpada
4841,18500000,1400,Sanpada
4842,19000000,1500,Sanpada
4843,18000000,1215,Sanpada
4844,14500000,1215,Nerul
4845,8500000,506,Sanpada
4846,24600000,1072,Mulund West
4847,25800000,1126,Mulund West
4848,24800000,1080,Mulund West
4849,4300000,850,Vasai east
4850,6000000,900,Nala Sopara
4851,5150000,685,Mira Road East
4852,7600000,1050,Mira Road East
4853,11000000,1390,Mira Road East
4854,12500000,1390,Mira Road East
4855,5300000,520,Mira Road East
4856,3100000,630,Virar
4857,3000000,560,Virar
4858,10300000,470,Kurla
4859,8712000,396,Kurla
4860,10000000,459,Kurla
4861,14800000,674,Kurla
4862,8668000,394,Kurla
4863,8580000,390,Kurla
4864,11800000,684,Thane West
4865,4600000,975,Nala Sopara
4866,27500000,2200,Jogeshwari West
4867,27500000,2200,Jogeshwari West
4868,4500000,800,Vasai east
4869,4500000,800,Vasai east
4870,5500000,1000,Nala Sopara
4871,3500000,685,Vasai
4872,3500000,650,Vasai
4873,13500000,1072,Malad East
4874,11000000,686,Malad East
4875,20000000,1250,Malad East
4876,15500000,1023,Malad East
4877,16500000,1115,Malad East
4878,17500000,1122,Borivali West
4879,22000000,1266,Malad East
4880,13000000,960,Malad East
4881,23200000,1660,Malad East
4882,11500000,760,Malad East
4883,13500000,850,Goregaon East
4884,9200000,696,Malad East
4885,9200000,594,Malad East
4886,9500000,709,Malad West
4887,11000000,800,Malad East
4888,9500000,742,Malad East
4889,7500000,552,Malad East
4890,7200000,490,Malad East
4891,3500000,607,Kalyan West
4892,3450000,625,Kalyan West
4893,3550000,607,Kalyan West
4894,3200000,600,Kalyan West
4895,4800000,800,Kalyan West
4896,29900000,1399,Goregaon West
4897,37000000,2419,Malad East
4898,12200000,855,Malad East
4899,12000000,1021,Malad East
4900,29500000,1818,Malad East
4901,8500000,1045,Kalyan West
4902,8500000,1045,Kalyan West
4903,3250000,600,Kalyan West
4904,5500000,1050,Nalasopara East
4905,4875000,975,Nalasopara East
4906,3300000,660,Nalasopara East
4907,5350000,850,Vasai east
4908,3500000,670,Nalasopara East
4909,3400000,670,Nalasopara East
4910,3500000,700,Nalasopara East
4911,5250000,1050,Nalasopara East
4912,35000000,1150,Bandra East
4913,39500000,1800,Santacruz East
4914,30400000,1100,Bandra East
4915,80000000,1980,Bandra East
4916,58500000,1700,Bandra East
4917,115000000,3000,Bandra East
4918,2100000,585,Nala Sopara
4919,2400000,585,Nala Sopara
4920,4425000,418,Virar
4921,4489000,454,Virar
4922,6998999,764,Virar
4923,3125000,338,Virar
4924,3151000,372,Virar
4925,8733000,1335,Virar
4926,6898999,737,Virar
4927,2910000,412,Virar
4928,3925000,510,Virar
4929,5000000,300,Kandivali East
4930,5000000,960,Vasai
4931,3000000,540,Vasai east
4932,3600000,800,Nala Sopara
4933,2600000,620,Nala Sopara
4934,2300000,585,Nala Sopara
4935,2450000,620,Nala Sopara
4936,2450000,545,Nala Sopara
4937,47500000,1632,Andheri West
4938,3250000,600,Kalyan West
4939,4000000,565,Kalyan West
4940,6000000,900,Kalyan West
4941,6000000,900,Kalyan West
4942,8500000,1050,Kalyan West
4943,3250000,635,Virar
4944,21000000,1250,Andheri West
4945,30500000,1250,Andheri West
4946,18000000,1200,Andheri West
4947,4207000,935,Virar
4948,3622000,805,Virar
4949,3779999,840,Virar
4950,3735000,830,Virar
4951,4072000,905,Virar
4952,3757000,835,Virar
4953,3892000,865,Virar
4954,3420000,760,Virar
4955,2677000,595,Virar
4956,2835000,630,Virar
4957,3690000,820,Virar
4958,2970000,660,Virar
4959,4275000,950,Virar
4960,2520000,560,Virar
4961,4004999,890,Virar
4962,3397000,755,Virar
4963,4095000,910,Virar
4964,3999000,890,Virar
4965,2767000,615,Virar
4966,4045000,910,Virar
4967,3645000,810,Virar
4968,4117000,915,Virar
4969,2999000,665,Virar
4970,4410000,980,Virar
4971,3899000,830,Virar
4972,3960000,880,Virar
4973,2950000,630,Virar
4974,3829999,627,Virar
4975,3799000,830,Virar
4976,2850000,690,Virar
4977,3100000,605,Nala Sopara
4978,2600000,620,Nalasopara West
4979,2288000,572,Vasai
4980,2500000,560,Nalasopara West
4981,3300000,650,Virar
4982,3110000,715,Virar
4983,3110000,715,Virar
4984,3243000,506,Virar
4985,6600000,750,Bhayandar East
4986,5300000,615,Mira Road East
4987,54100000,2200,Thane West
4988,26000000,1760,Malad East
4989,2950000,630,Virar
4990,2910000,640,Virar
4991,3200000,585,Kalyan West
4992,7900000,925,Mira Road East
4993,5150000,645,Bhayandar East
4994,27599999,1318,Thane West
4995,16600000,838,Thane West
4996,24600000,1167,Thane West
4997,15900000,798,Thane West
4998,7500000,500,Goregaon East
4999,5040000,300,Kandivali East
5000,17500000,1200,Kandivali East
5001,16600000,1275,Panvel
5002,10800000,858,Panvel
5003,16100000,1222,Panvel
5004,11500000,894,Panvel
5005,9000000,1100,Thane West
5006,5900000,600,Thane West
5007,8500000,840,Thane West
5008,6500000,670,Thane West
5009,4700000,310,Kandivali East
5010,2390000,620,Nalasopara West
5011,15500000,1250,Andheri West
5012,5583000,705,Mira Road East
5013,37600000,1630,Thane West
5014,55400000,2250,Thane West
5015,10500000,675,Thane West
5016,10700000,693,Thane West
5017,7500000,1250,Vasai east
5018,4850000,970,Nalasopara East
5019,3500000,730,Nala Sopara
5020,3200000,600,Nala Sopara
5021,3200000,600,Vasai east
5022,5100000,990,Nala Sopara
5023,4000000,765,Vasai east
5024,6500000,1300,Nala Sopara
5025,3300000,600,Nala Sopara
5026,3300000,620,Nala Sopara
5027,41100000,1737,Kandivali West
5028,20000000,1000,Kandivali West
5029,13200000,1525,Mira Road East
5030,9300000,1060,Mira Road East
5031,16800000,800,Chembur
5032,21500000,881,Chembur
5033,26000000,1350,Kandivali East
5034,22000000,1150,Kandivali West
5035,36000000,1786,Kandivali East
5036,33000000,1400,Kandivali East
5037,28500000,1700,Borivali East
5038,22799999,1050,Kandivali East
5039,21000000,1050,Kandivali East
5040,18500000,1150,Borivali West
5041,22500000,994,Goregaon West
5042,3800000,657,Bhiwandi
5043,32900000,1250,Andheri West
5044,26000000,1250,Andheri West
5045,8100000,560,Mira Road East
5046,36000000,1850,Andheri West
5047,5690000,905,Thane West
5048,32000000,1113,Andheri East
5049,22000000,742,Andheri East
5050,13000000,426,Andheri East
5051,14500000,451,Andheri East
5052,32500000,1124,Andheri East
5053,25500000,878,Andheri East
5054,21400000,678,Andheri East
5055,21800000,716,Andheri East
5056,21700000,651,Powai
5057,33100000,928,Powai
5058,21800000,642,Powai
5059,25400000,735,Powai
5060,25600000,788,Powai
5061,37800000,1094,Powai
5062,35100000,1020,Powai
5063,32100000,928,Powai
5064,26500000,772,Powai
5065,54200000,1613,Powai
5066,34600000,1023,Powai
5067,33400000,997,Powai
5068,22200000,645,Powai
5069,27300000,733,Powai
5070,27900000,744,Powai
5071,36900000,970,Powai
5072,8950000,650,Goregaon West
5073,16500000,950,Powai
5074,17500000,1100,Powai
5075,4799000,625,Thane West
5076,6000000,905,Thane West
5077,16000000,902,Andheri East
5078,15000000,850,Andheri East
5079,4900000,350,Malad West
5080,17500000,1335,Belapur
5081,19000000,1290,Powai
5082,18500000,970,Powai
5083,21000000,1135,Powai
5084,16800000,1135,Powai
5085,40000000,1850,Seawoods
5086,9000000,520,Kandivali West
5087,47500000,2400,Borivali West
5088,7500000,1050,Kalyan West
5089,7500000,1350,Ulwe
5090,2000000,365,Nalasopara East
5091,13000000,1150,Nerul
5092,6300000,550,Thane West
5093,7400000,650,Thane West
5094,42000000,1850,Andheri West
5095,16700000,1150,Borivali West
5096,6800000,800,Kalyan West
5097,4500000,565,Mira Road East
5098,9200000,940,Thane West
5099,9600000,580,Borivali West
5100,9600000,580,Borivali West
5101,5000000,750,Dombivali
5102,18800000,1299,Goregaon West
5103,8500000,880,Thane West
5104,29900000,1500,Goregaon West
5105,18900000,1299,Goregaon West
5106,9000000,560,Andheri East
5107,8000000,990,Mira Road East
5108,11000000,1341,Mira Road East
5109,18000000,1565,Thane West
5110,31900000,2050,Malad East
5111,22000000,885,Powai
5112,15000000,630,Powai
5113,15500000,915,Powai
5114,16000000,1150,Goregaon West
5115,19000000,770,Powai
5116,20000000,1070,Powai
5117,21500000,1198,Powai
5118,12000000,600,Powai
5119,3200000,365,Kamothe
5120,16000000,1150,Powai
5121,25200000,1750,Kandivali East
5122,25600000,1750,Kandivali East
5123,8000000,990,Mira Road East
5124,7600000,960,Mira Road East
5125,2400000,540,Naigaon East
5126,8900000,635,Borivali West
5127,22500000,1250,Dahisar
5128,22500000,1196,Dahisar
5129,19500000,855,Dahisar
5130,15000000,1000,Kandivali East
5131,15600000,732,Borivali West
5132,8400000,515,Borivali West
5133,15500000,900,Kandivali East
5134,7400000,932,Thane West
5135,28500000,940,Powai
5136,27500000,1045,Powai
5137,24000000,1444,Powai
5138,13000000,600,Powai
5139,9400000,680,Kandivali East
5140,15000000,870,Powai
5141,13600000,1050,Chandivali
5142,7500000,460,Kandivali East
5143,24000000,1350,Powai
5144,28500000,1050,Powai
5145,31500000,1750,Powai
5146,2600000,690,Nere
5147,20000000,950,Santacruz East
5148,18100000,1100,Goregaon West
5149,18500000,1100,Goregaon West
5150,26500000,1060,Powai
5151,10000000,602,Powai
5152,18500000,1150,Powai
5153,19100000,1050,Powai
5154,12500000,600,Powai
5155,14500000,900,Powai
5156,17500000,1065,Andheri East
5157,18500000,1100,Powai
5158,20000000,1250,Powai
5159,29000000,1150,Powai
5160,9800000,555,Powai
5161,14200000,1100,Powai
5162,18500000,1155,Powai
5163,6500000,645,Ghansoli
5164,22000000,1655,Kandivali East
5165,22500000,935,Borivali West
5166,2000000,575,Nala Sopara
5167,34500000,2465,Kandivali East
5168,34000000,2365,Kandivali East
5169,14000000,1000,Kandivali East
5170,8500000,550,Andheri East
5171,8500000,550,Andheri East
5172,9300000,1010,Thane West
5173,13700000,775,Borivali West
5174,18400000,1100,Goregaon West
5175,18000000,1100,Goregaon West
5176,18200000,1100,Goregaon West
5177,10500000,585,Powai
5178,20000000,1120,Powai
5179,13500000,650,Powai
5180,28000000,2000,Mulund West
5181,26000000,1600,Mulund West
5182,2850000,540,Naigaon East
5183,17500000,1000,Powai
5184,23500000,1300,Powai
5185,9500000,650,Andheri East
5186,20000000,1070,Powai
5187,20000000,1000,Powai
5188,26000000,980,Powai
5189,22000000,985,Powai
5190,9500000,600,Powai
5191,17000000,1000,Powai
5192,28500000,1150,Powai
5193,21000000,1198,Powai
5194,14000000,1100,Powai
5195,27500000,916,Powai
5196,18000000,1100,Goregaon West
5197,16700000,770,Borivali West
5198,6800000,1120,Dombivali
5199,21500000,1350,Andheri West
5200,21500000,1350,Andheri West
5201,8000000,1155,Ulwe
5202,11500000,650,Borivali West
5203,2000000,590,Nala Sopara
5204,25000000,1600,Kandivali East
5205,19000000,900,Andheri West
5206,5300000,933,Kalyan West
5207,30000000,1120,Kandivali East
5208,21000000,950,Kandivali West
5209,32500000,1545,Powai
5210,15500000,850,Andheri East
5211,25000000,1350,Powai
5212,2400000,425,Vangani
5213,51500000,1170,Matunga
5214,8000000,850,Koper Khairane
5215,11500000,1260,Ulwe
5216,9200000,1160,Mira Road East
5217,9300000,1060,Mira Road East
5218,4000000,690,Karanjade
5219,3700000,990,Kewale
5220,13500000,750,Chembur
5221,5800000,540,Mira Road East
5222,4400000,490,Mira Road East
5223,4100000,530,Mira Road East
5224,5600000,540,Mira Road East
5225,22000000,1600,Thane West
5226,8800000,1073,Mira Road East
5227,5700000,650,Mira Road East
5228,8800000,1235,Ulwe
5229,6500000,1332,Bhiwandi
5230,12000000,851,Sanpada
5231,7400000,576,Sanpada
5232,8000000,600,Sanpada
5233,11800000,900,Sanpada
5234,13500000,910,Sanpada
5235,21500000,1645,Sanpada
5236,20000000,1250,Sanpada
5237,19500000,1215,Sanpada
5238,11000000,1580,Ulwe
5239,9000000,600,Sanpada
5240,18000000,1435,Sanpada
5241,22000000,1640,Sanpada
5242,16500000,1313,Sanpada
5243,7900000,1491,Bhiwandi
5244,24000000,1600,Sanpada
5245,4750000,960,Kalyan West
5246,31500000,2000,Sanpada
5247,9200000,560,Dahisar West
5248,25000000,600,Santacruz West
5249,15000000,1400,Thane West
5250,4200000,695,Ulwe
5251,6000000,1000,Ulwe
5252,8000000,1140,Ulwe
5253,8000000,1140,Ulwe
5254,5990000,901,Thane West
5255,5990000,901,Thane West
5256,3600000,800,Virar
5257,10000000,750,Malad West
5258,27500000,1000,Borivali West
5259,26100000,900,Borivali West
5260,14000000,580,Borivali West
5261,12000000,500,Borivali West
5262,10800000,550,Borivali West
5263,8900000,600,Borivali West
5264,13799999,700,Mulund West
5265,12500000,996,Ghatkopar West
5266,16500000,1358,Ghatkopar West
5267,3500000,650,Dronagiri
5268,17700000,771,Malad West
5269,17600000,769,Malad West
5270,22400000,978,Malad West
5271,16800000,734,Malad West
5272,16800000,733,Malad West
5273,9601000,1075,Thane West
5274,7929000,907,Thane West
5275,3600000,640,Dronagiri
5276,4837000,774,Dombivali
5277,6187000,990,Dombivali
5278,8212000,1314,Dombivali
5279,6637000,1062,Dombivali
5280,7481000,1197,Dombivali
5281,6862000,1098,Dombivali
5282,4556000,729,Dombivali
5283,2700000,450,Ulwe
5284,2700000,450,Ulwe
5285,18500000,1290,Malad East
5286,8500000,1050,Vasai
5287,26000000,1775,Malad West
5288,4000000,640,Karanjade
5289,27000000,1500,Chembur
5290,10700000,800,Dahisar West
5291,9800000,873,Sector 9 Airoli
5292,16000000,2000,Kamothe
5293,55000000,2050,Andheri West
5294,7000000,900,Mira Road East
5295,10800000,1180,Mira Road East
5296,21500000,1100,Chembur
5297,37800000,1650,Andheri West
5298,2500000,310,Powai
5299,4000000,680,Panvel
5300,9000000,1412,Mira Road East
5301,6300000,550,Thane West
5302,7500000,580,Borivali West
5303,16800000,800,Chembur
5304,2900000,225,Malad West
5305,2850000,225,Malad West
5306,13200000,1525,Mira Road East
5307,13100000,1400,Mira Road East
5308,3600000,600,Vasai
5309,18500000,1150,Andheri East
5310,8700000,900,Thane West
5311,14000000,700,Chembur
5312,25500000,1200,Chembur
5313,2850000,575,Diva Gaon
5314,4500000,565,Mira Road East
5315,17300000,970,Powai
5316,11100000,602,Powai
5317,2900000,225,Malad West
5318,7400000,650,Thane West
5319,7500000,580,Borivali West
5320,25500000,1200,Andheri West
5321,70000000,2400,Andheri West
5322,18700000,980,Kandivali West
5323,10200000,1500,Kalyan West
5324,4400000,450,Mira Road East
5325,5100000,1017,Bhiwandi
5326,4500000,927,Bhiwandi
5327,15500000,910,Powai
5328,6300000,365,Kandivali East
5329,4700000,1017,Bhiwandi
5330,5800000,1021,Bhiwandi
5331,5800000,1021,Bhiwandi
5332,3600000,1200,Kewale
5333,5000000,1017,Bhiwandi
5334,3700000,1100,Kewale
5335,8000000,1300,Panvel
5336,7500000,1050,Seawoods
5337,6000000,1080,Bhiwandi
5338,5800000,1080,Bhiwandi
5339,23500000,1750,Koper Khairane
5340,5600000,1080,Bhiwandi
5341,30000000,1550,Belapur
5342,8000000,995,Dombivli (West)
5343,5000000,700,Ulwe
5344,5000000,700,Ulwe
5345,8200000,1034,Dombivli (West)
5346,9300000,1060,Mira Road East
5347,5400000,697,Ulwe
5348,6700000,850,Thane West
5349,26000000,1050,Sen Nagar
5350,3900000,640,Karanjade
5351,3900000,640,Karanjade
5352,5400000,655,Kamothe
5353,26000000,1125,Sen Nagar
5354,26000000,1125,Sen Nagar
5355,6800000,800,Panvel
5356,11000000,550,Santacruz East
5357,19000000,1566,Malad West
5358,7500000,495,Malad West
5359,15000000,1350,Belapur
5360,5500000,1080,Bhiwandi
5361,25000000,1650,Belapur
5362,10000000,700,Chembur
5363,4800000,550,Mira Road East
5364,4800000,550,Mira Road East
5365,14000000,1154,Vashi
5366,8500000,1045,Kamothe
5367,22000000,1715,Kharghar
5368,24500000,1550,Belapur
5369,24500000,1550,Belapur
5370,3325000,665,Dombivali
5371,3325000,665,Dombivali
5372,40000000,2250,Borivali West
5373,19500000,550,Mahalaxmi
5374,8500000,630,Jogeshwari West
5375,6800000,574,Dahisar
5376,15000000,800,Jogeshwari West
5377,32000000,3205,Kharghar
5378,50000000,2500,Andheri East
5379,16500000,1660,Kharghar
5380,20000000,1250,Malad West
5381,9000000,492,Dahisar
5382,9000000,492,Dahisar
5383,8000000,1350,Vasai West
5384,14000000,1015,Kandivali West
5385,7000000,750,Kharghar
5386,7000000,750,Kharghar
5387,23500000,1444,Powai
5388,7600000,1050,Ulwe
5389,2836000,709,Ambernath West
5390,5500000,727,Ulwe
5391,6800000,1050,Mira Road East
5392,33500000,777,Matunga
5393,24000000,1500,Thane West
5394,3700000,607,Kalyan West
5395,8500000,990,Thane West
5396,9000000,1250,Mira Road East
5397,51500000,1170,Matunga
5398,36800000,1600,Andheri West
5399,21300000,1160,Malad East
5400,30000000,1804,Malad West
5401,23000000,1440,Malad West
5402,11000000,650,Mulund West
5403,23200000,600,Juhu
5404,42500000,1850,Andheri West
5405,6600000,700,Mira Road East
5406,38000000,1850,Andheri West
5407,12000000,1650,Ulwe
5408,23100000,600,Andheri West
5409,37000000,1650,Andheri West
5410,6000000,550,Dahisar
5411,5800000,800,Vasai
5412,7700000,950,Mira Road East
5413,8800000,1185,Ulwe
5414,15100000,1450,Ghansoli
5415,25800000,1420,Malad West
5416,6300000,570,Kalyan West
5417,31000000,667,Matunga
5418,28000000,1250,Andheri West
5419,17500000,1150,Goregaon West
5420,5500000,785,Dombivli (West)
5421,17500000,750,Chembur
5422,9000000,520,Kandivali West
5423,43000000,1950,Andheri West
5424,15300000,850,Chembur
5425,4800000,350,Malad West
5426,12000000,1150,Kharghar
5427,12000000,1150,Kharghar
5428,20000000,1000,Santacruz East
5429,27500000,1545,Powai
5430,2700000,649,Taloja
5431,8500000,1115,Kalyan West
5432,9000000,1005,Kharghar
5433,11800000,1440,Panvel
5434,9500000,605,Ghatkopar West
5435,10800000,1280,Panvel
5436,3050000,565,Panvel
5437,8200000,1055,Panvel
5438,8000000,1005,Panvel
5439,2900000,570,Adaigaon
5440,6200000,880,Kalyan West
5441,8800000,990,Mira Road East
5442,20000000,750,Ghatkopar West
5443,8200000,1005,Panvel
5444,8400000,1055,Panvel
5445,8000000,1020,Panvel
5446,9300000,1075,Panvel
5447,6500000,1240,Panvel
5448,9500000,1050,Koper Khairane
5449,5700000,590,Thane West
5450,22000000,1350,Belapur
5451,13000000,1001,Belapur
5452,7000000,1245,Panvel
5453,32500000,1052,Kandivali East
5454,17000000,776,Chembur
5455,3500000,1200,Boisar
5456,2150000,465,Boisar
5457,4000000,1050,Virar
5458,23000000,1000,Juhu
5459,3650000,725,Ambernath East
5460,2500000,600,Virar West
5461,6500000,695,Koper Khairane
5462,2950000,420,Dombivli (West)
5463,7500000,800,Kalyan West
5464,4600000,700,Dombivli (West)
5465,4800000,350,Santacruz East
5466,7000000,350,Santacruz East
5467,42500000,1325,Andheri East
5468,8500000,1260,Kharghar
5469,40000000,1500,Andheri West
5470,12500000,1250,Ulwe
5471,5300000,660,Kamothe
5472,3750000,645,Ulwe
5473,3700000,620,Ulwe
5474,3675000,610,Ulwe
5475,4300000,375,Thane West
5476,7800000,985,Beturkar Pada
5477,12800000,1000,Thane West
5478,27300000,1144,Bhandup West
5479,42000000,1250,matunga east
5480,40000000,850,matunga east
5481,42000000,1800,Borivali West
5482,18500000,1200,Borivali West
5483,11000000,1096,Kharghar
5484,107600000,2604,Parel
5485,79900000,1835,Parel
5486,6542000,1150,Dombivali
5487,65500000,1543,Parel
5488,14500000,1660,Ulwe
5489,4475000,700,Dombivali
5490,60500000,1403,Parel
5491,12500000,900,Kandivali West
5492,11500000,1240,Ulwe
5493,47900000,1043,Parel
5494,10300000,1252,Kamothe
5495,17000000,1050,Goregaon West
5496,12500000,1240,Ulwe
5497,15100000,1238,Ghatkopar West
5498,22500000,1650,Goregaon West
5499,7600000,880,Thane West
5500,26000000,1050,Sion
5501,31200000,838,Bandra East
5502,7000000,1520,Taloja
5503,4900000,1055,Taloja
5504,30000000,2065,Ghansoli
5505,3100000,375,Mira Road East
5506,7100000,1200,Panvel
5507,10800000,1280,Panvel
5508,8800000,1005,Panvel
5509,8200000,950,Panvel
5510,9000000,1227,Kharghar
5511,30000000,1550,Malad West
5512,4396000,774,Dombivali
5513,15200000,1697,Kharghar
5514,11500000,1100,Kharghar
5515,8800000,1185,Ulwe
5516,4500000,518,Dombivali East
5517,22000000,1100,Malad West
5518,13799999,1257,Kharghar
5519,13799999,870,Charkop
5520,4200000,635,Kalyan West
5521,9000000,600,Chembur
5522,8200000,1150,Panvel
5523,14500000,1309,Kharghar
5524,12500000,1068,Malad West
5525,11500000,1820,Kharghar
5526,4600000,700,Kalyan West
5527,16900000,850,Andheri East
5528,49000000,1177,Parel
5529,36100000,823,Parel
5530,7000000,947,Kalyan West
5531,37500000,1240,Dadar West
5532,17900000,1400,Kandivali West
5533,36800000,825,Parel
5534,8500000,1300,Kalyan West
5535,2700000,315,Dombivali
5536,12700000,1065,Kandivali West
5537,14500000,1309,Kharghar
5538,4000000,740,Kalyan West
5539,12000000,975,Kandivali West
5540,11000000,1100,Nerul
5541,13200000,925,Jogeshwari East
5542,8000000,850,Kalwa
5543,9000000,950,Koper Khairane
5544,29000000,1800,Ghansoli
5545,37400000,940,Parel
5546,37400000,940,Parel
5547,19800000,926,Govandi
5548,17500000,1000,Mulund West
5549,21000000,1050,Mulund West
5550,13500000,1000,Thane West
5551,16500000,1550,Thane West
5552,22500000,1350,Mulund West
5553,12500000,1000,Mulund West
5554,12500000,1000,Mulund West
5555,14500000,865,Dahisar
5556,4278000,514,Vasai
5557,2948000,353,Vasai
5558,3847000,487,Vasai
5559,4163000,527,Vasai
5560,2804000,342,Vasai
5561,3133000,383,Vasai
5562,3100000,450,Dombivali East
5563,15900000,627,Mulund East
5564,15600000,613,Mulund East
5565,14800000,581,Mulund East
5566,15100000,593,Mulund East
5567,20299999,799,Mulund East
5568,15200000,598,Mulund East
5569,16500000,649,Mulund East
5570,8500000,525,Borivali West
5571,15000000,700,Andheri East
5572,18000000,1350,Goregaon West
5573,5200000,675,Ulwe
5574,5200000,675,Ulwe
5575,18000000,1351,Seawoods
5576,20000000,1440,Seawoods
5577,14200000,1055,Seawoods
5578,14600000,1084,Seawoods
5579,14600000,1084,Seawoods
5580,14400000,1030,Seawoods
5581,7000000,560,Kandivali West
5582,7000000,560,Kandivali West
5583,8500000,650,Kandivali West
5584,8500000,650,Kandivali West
5585,12900000,1066,Malad West
5586,18000000,1350,Goregaon West
5587,23400000,1150,Thane West
5588,3365999,990,Boisar
5589,9200000,1137,Mira Road East
5590,9200000,750,Malad West
5591,17800000,1350,Malad West
5592,13000000,990,Malad West
5593,16000000,1200,Dahisar
5594,13700000,990,Kandivali West
5595,13700000,990,Kandivali West
5596,9500000,600,Borivali West
5597,18800000,1450,Kandivali West
5598,18800000,1450,Kandivali West
5599,18900000,1404,Malad West
5600,18800000,1350,Malad West
5601,10000000,800,Andheri West
5602,10000000,800,Andheri West
5603,8800000,750,Malad West
5604,10000000,750,Malad West
5605,10000000,750,Malad West
5606,12200000,880,Borivali East
5607,11500000,1050,Thane West
5608,4500000,735,Kalyan West
5609,4500000,725,Kalyan West
5610,13000000,900,Borivali West
5611,8800000,980,Malad West
5612,8800000,980,Malad West
5613,10000000,750,Malad West
5614,4700000,375,Thane West
5615,12100000,890,Malad West
5616,13000000,1350,Thane West
5617,18200000,1500,Kandivali West
5618,4100000,585,Mira Road East
5619,22000000,550,Bandra West
5620,5800000,868,Kalyan West
5621,4400000,676,Kalyan West
5622,8000000,972,Mira Road East
5623,16000000,1944,Mira Road East
5624,20000000,888,Goregaon West
5625,25500000,1151,Goregaon West
5626,33500000,1501,Goregaon West
5627,13000000,550,Santacruz East
5628,13500000,650,Santacruz East
5629,25000000,1000,Santacruz East
5630,7500000,450,Santacruz East
5631,13300000,910,Malad East
5632,12300000,1700,Kalyan East
5633,5750000,975,Karanjade
5634,21700000,954,Andheri West
5635,27799999,1274,Andheri West
5636,22000000,985,Andheri West
5637,8200000,650,Malad West
5638,8800000,650,Malad West
5639,8400000,650,Malad West
5640,8400000,650,Malad West
5641,9500000,600,Borivali West
5642,5742000,725,Mira Road East
5643,8355000,1055,Mira Road East
5644,13500000,880,Wadala
5645,13000000,1050,Mulund West
5646,13000000,1050,Mulund West
5647,5600000,600,Dahisar
5648,8064000,1100,Kalyan East
5649,15300000,688,Malad West
5650,20299999,890,Malad West
5651,16200000,727,Malad West
5652,16299999,716,Malad West
5653,120000000,2150,Bandra West
5654,138000000,2000,Bandra West
5655,3800000,650,Karanjade
5656,4200000,680,Karanjade
5657,17000000,547,Ville Parle East
5658,25500000,805,Ville Parle East
5659,26700000,845,Ville Parle East
5660,27000000,853,Ville Parle East
5661,28400000,895,Ville Parle East
5662,28800000,907,Ville Parle East
5663,29500000,930,Ville Parle East
5664,36000000,1116,Ville Parle East
5665,40400000,1261,Ville Parle East
5666,6800000,890,Mira Road East
5667,7500000,1060,Mira Road East
5668,7600000,960,Mira Road East
5669,13200000,1525,Mira Road East
5670,9000000,650,Bhandup West
5671,21700000,1250,Malad East
5672,12500000,650,Santacruz East
5673,8500000,1000,Kharghar
5674,8500000,1000,Kharghar
5675,14500000,1200,Thane West
5676,14500000,1200,Thane West
5677,12000000,1026,Thane West
5678,12000000,1026,Thane West
5679,8500000,945,Mira Road East
5680,4700000,525,Dombivli (West)
5681,5600000,645,Mira Road East
5682,5600000,645,Mira Road East
5683,7000000,600,Airoli
5684,10000000,500,Mulund West
5685,12000000,1080,Thane West
5686,7400000,977,Kalyan West
5687,11500000,950,Thane West
5688,16800000,1150,Kanjurmarg
5689,2900000,500,Taloja
5690,2400000,590,Virar West
5691,2600000,620,Nala Sopara
5692,2400000,580,Nala Sopara
5693,2330000,585,Nala Sopara
5694,2500000,580,Nala Sopara
5695,2350000,485,Nala Sopara
5696,2400000,600,Nalasopara West
5697,2400000,594,Nala Sopara
5698,2265000,580,Nalasopara West
5699,2925000,760,Nala Sopara
5700,2400000,500,Nalasopara West
5701,2300000,560,Nalasopara West
5702,2500000,560,Nalasopara West
5703,2200000,550,Nala Sopara
5704,2445000,585,Nala Sopara
5705,2500000,590,Nalasopara West
5706,2400000,580,Nala Sopara
5707,2450000,560,Nala Sopara
5708,2150000,525,Nalasopara West
5709,2700000,572,Nala Sopara
5710,2565000,620,Nala Sopara
5711,2450000,560,Nala Sopara
5712,2800000,585,Nalasopara West
5713,2600000,545,Nala Sopara
5714,2000000,580,Nala Sopara
5715,2515000,710,Nala Sopara
5716,2330000,590,Nala Sopara
5717,2250000,590,Nala Sopara
5718,2350000,594,Nala Sopara
5719,2600000,580,Nala Sopara
5720,2350000,585,Nala Sopara
5721,2350000,525,Nala Sopara
5722,2345000,525,Nala Sopara
5723,2500000,550,Nala Sopara
